id,name,name_en,category,manufacturer,type,torque,speed,weight,voltage,protocol,interface,position_resolution,applications,price_range,compatibility,ros_support,domestic_rate,import_dependency,verified,quarantine,data_quality,source,source_tier,confidence,mech_status,mech_mount_type,mech_standard,std_assessed,std_ros2,entity_kind
DATA-glove-manus-quantum,Manus Quantum Metagloves 动捕手套,Manus Quantum Metagloves,data_acquisition,Manus（荷兰）,tactile_glove,,,,,,,,dexterous_hand; motion_capture; teleoperation,商用报价（万元级/套，需询价）,,,,,False,False,ok,Manus 官网产品页 + 机器人动捕方案商公开资料,C,0.5,n_a,,,False,,component
DATA-mocap-rokoko-smartsuit2,Rokoko Smartsuit Pro II 惯性动捕服,Rokoko Smartsuit Pro II,data_acquisition,Rokoko（丹麦）,motion_capture,,,,,,,,humanoid; whole_body_retargeting; motion_capture,商用（万元级/套）,,,,,False,False,ok,Rokoko 官网产品页 + 人形机器人运动重定向公开实践,C,0.5,n_a,,,False,,component
DATA-mocap-noitom-pn-studio,诺亦腾 Perception Neuron Studio 惯性动捕系统,Noitom Perception Neuron Studio,data_acquisition,北京诺亦腾科技 (Noitom),motion_capture,,,,,,,,humanoid; whole_body_retargeting; motion_capture,,,,国产,,False,False,ok,诺亦腾官网产品页 + 国内动捕方案选型资料,C,0.5,n_a,,,False,,component
DATA-umi-fastumi,FastUMI 快速部署型 UMI 采集装置,FastUMI,data_acquisition,开源社区 / 学术团队,handheld_gripper_capture,,,,,,,,in_the_wild_capture; manipulator; imitation_learning,,,,,,False,False,ok,FastUMI 论文与开源仓库（arXiv 2409.19499）,C,0.5,n_a,,,False,,component
DATA-humanoid-humanplus,HumanPlus 人形影子学习采集系统,HumanPlus,data_acquisition,Stanford University（开源）,teleoperation,,,,,,,,humanoid; whole_body_retargeting; imitation_learning,,,,,,True,False,ok,HumanPlus 项目主页与论文（arXiv 2406.10454）,C,0.62,n_a,,,False,,component
CHIP-axelera-metis-aipu,Axelera Metis AIPU,Axelera AI Metis AIPU,chips,Axelera AI（荷兰）,ai_accelerator,,,,,,,,edge_ai; robot_vision; multi_stream_inference,,,False,,,False,False,ok,Axelera AI 官网产品页与开发者文档,C,0.5,n_a,,,True,False,component
CHIP-axera-ax650n,爱芯元智 AX650N,Axera AX650N,chips,上海爱芯元智半导体 (Axera),robot_soc,,,,,,,,edge_ai; robot_vision; smart_camera,,,False,国产,,False,False,ok,爱芯元智官网产品页 + 爱芯派开发板社区资料,C,0.5,n_a,,,True,False,component
CHIP-axera-ax8850,爱芯元智 AX8850,Axera AX8850,chips,上海爱芯元智半导体 (Axera),robot_soc,,,,,,,,edge_ai; robot_vision; multimodal_inference,,,False,国产,,False,False,ok,爱芯元智官网产品线公开信息（2025~2026）,C,0.42,n_a,,,True,False,component
CHIP-blacksesame-huashan-a2000,黑芝麻智能 华山 A2000,Black Sesame Technologies Huashan A2000,chips,"黑芝麻智能 (Black Sesame Technologies, 2533.HK)",robot_soc,,,,,,,,autonomous_vehicle; embodied_ai; edge_ai,,,False,国产,,False,False,ok,黑芝麻智能官网与港交所公开披露 + 车规芯片赛道公开分析,C,0.45,n_a,,,True,False,component
CHIP-sophgo-bm1684x,算能 SOPHON BM1684X,SOPHGO SOPHON BM1684X,chips,算能科技 (SOPHGO),ai_accelerator,,,,,,,,edge_ai; llm_inference; robot_vision,,,False,国产,,False,False,ok,算能科技官网产品页与 SOPHON SDK 文档,C,0.5,n_a,,,True,False,component
CHIP-cambricon-mlu370-s4,寒武纪 MLU370-S4 推理加速卡,Cambricon MLU370-S4,chips,中科寒武纪 (688256.SH),ai_accelerator,,,,,,,,edge_server_inference; llm_inference; vision_inference,,,False,国产,,False,False,ok,寒武纪官网产品页与上市公司公开披露,C,0.5,n_a,,,True,False,component
CHIP-rockchip-rk3576,瑞芯微 RK3576,Rockchip RK3576,chips,瑞芯微电子 (603893.SH),robot_soc,,,,,,,,robot_controller; hmi; edge_ai,,,True,国产,,False,False,ok,瑞芯微官网产品页 + 主流模组厂 RK3576 规格书,B,0.55,n_a,,,True,True,component
CHIP-simaai-modalix,SiMa.ai MLSoC Modalix,SiMa.ai MLSoC Modalix,chips,SiMa.ai（美国）,robot_soc,,,,,,,,edge_ai; robot_vision; multimodal_inference; embodied_ai,,,False,,,False,False,ok,SiMa.ai 官网产品页与开发者资料,B,0.5,n_a,,,True,False,component
CHIP-ambarella-n1-655,Ambarella N1-655 边缘 GenAI SoC,Ambarella N1-655,chips,Ambarella（美国安霸）,robot_soc,,,,,,,,edge_ai; robot_vision; vlm_inference; smart_camera,,,False,,,False,False,ok,Ambarella 官网产品页与 CES/技术发布公开资料,C,0.5,n_a,,,True,False,component
CHIP-ti-am69a,TI AM69A 边缘 AI 处理器,Texas Instruments AM69A,chips,Texas Instruments,robot_soc,,,,,,,,industrial_robot; robot_vision; edge_ai; amr,,,True,,,False,False,ok,TI 官网产品页与 Edge AI SDK 文档,C,0.55,n_a,,,True,True,component
CHIP-deepx-dx-m1,DEEPX DX-M1 边缘 NPU,DEEPX DX-M1,chips,DEEPX（韩国）,ai_accelerator,,,,,,,,edge_ai; robot_vision; smart_camera,,,False,,,False,False,ok,DEEPX 官网产品页与合作伙伴模组资料,C,0.45,n_a,,,True,False,component
CHIP-houmo-manye-m30,后摩智能 漫界 M30 存算一体芯片,Houmo.AI Manye M30,chips,后摩智能 (Houmo.AI),ai_accelerator,,,,,,,,edge_ai; llm_inference; embodied_ai,,,False,国产,,False,False,ok,后摩智能官网与国产存算一体赛道公开报道（2024~2026）,C,0.42,n_a,,,True,False,component
SENS-ft-keli-6axis,柯力传感 六维力传感器,Keli Sensing 6-Axis Force/Torque Sensor,sensors,宁波柯力传感科技 (603662.SH),force_torque_6axis,,,,,,,,humanoid; cobot; force_control,,,,国产,,False,False,ok,柯力传感上市公司公开披露 + 六维力赛道公开分析 (2026),C,0.45,not_declared,unknown,,False,,component
SENS-ft-anpulong-ceramic,安培龙 陶瓷电容式六维力传感器,Anpulong Ceramic Capacitive 6-Axis F/T Sensor,sensors,深圳安培龙科技 (301413.SZ),force_torque_6axis,,,,,,,,humanoid; force_control; automotive,,,,国产,,False,False,ok,安培龙上市公司公开披露 + 机器人传感器国产化赛道分析 (2026),C,0.45,not_declared,unknown,,False,,component
SENS-ft-qianfenyi-6axis,千分一 六维力传感器,Qianfenyi 6-Axis Force/Torque Sensor,sensors,深圳千分一科技 (Qianfenyi),force_torque_6axis,,,,,,,,cobot; humanoid; force_control; polishing,,,,国产,,False,False,ok,千分一官网 + 国产六维力厂商梳理 (2026),C,0.42,not_declared,unknown,,False,,component
SENS-strain-avicem,中航电测 应变式力/扭矩传感器,AVIC Electromechanical (AVICEM) Strain Gauge Force/Torque Sensor,sensors,中航电测仪器 (300114.SZ),strain_gauge_force,,,,,,,,force_control; torque_measurement; industrial,,,,国产,,False,False,ok,中航电测上市公司公开披露 + 应变式传感器产业链分析,C,0.45,not_declared,unknown,,False,,component
SENS-imu-xindonglianke-mems,芯动联科 高性能 MEMS 陀螺/IMU,MicroDrive (Xindong Lianke) High-Performance MEMS Gyroscope / IMU,sensors,安徽芯动联科微系统 (688582.SH),IMU,,,,,,,,humanoid; legged_robot; navigation; attitude_estimation,,,,国产,,False,False,ok,芯动联科上市公司公开披露 + MEMS 惯性器件国产化分析,C,0.5,not_declared,unknown,,False,,component
SENS-imu-huayi-automotive,华依科技 车规级 IMU 惯性模组,Huayi Technology Automotive-Grade IMU,sensors,上海华依科技 (688071.SH),IMU,,,,,,,,automotive; amr; navigation; attitude_estimation,,,,国产,,False,False,ok,华依科技上市公司公开披露 + 车规 IMU 国产化公开报道,C,0.42,not_declared,unknown,,False,,component
SENS-cam-orbbec-gemini335,奥比中光 Gemini 335 双目结构光深度相机,Orbbec Gemini 335,sensors,奥比中光科技 (688322.SH),Depth Camera,,,,,,,,robot_vision; slam; manipulation; amr,,,,国产,,True,False,ok,奥比中光官网产品页 + Orbbec SDK / ROS 驱动开源仓库,C,0.6,not_declared,unknown,,True,True,component
SENS-cam-percipio-fm851,图漾科技 FM851 工业级 3D 相机,Percipio FM851 Industrial 3D Camera,sensors,上海图漾信息科技 (Percipio.XYZ),Depth Camera,,,,,,,,bin_picking; palletizing; manipulator; industrial,,,,国产,,False,False,ok,图漾科技官网产品页与 SDK 文档,C,0.5,not_declared,unknown,,False,,component
SENS-lidar-hesai-ft120,禾赛科技 FT120 纯固态补盲激光雷达,Hesai FT120 Solid-State LiDAR,sensors,禾赛科技 (HSAI / 688771.SH),LiDAR,,,,,,,,obstacle_avoidance; amr; legged_robot; autonomous_vehicle,,,,国产,,False,False,ok,禾赛科技官网产品页与上市公司公开披露,C,0.55,not_declared,unknown,,False,,component
SENS-lidar-robosense-ac1,速腾聚创 Active Camera AC1,RoboSense Active Camera AC1,sensors,"速腾聚创 (RoboSense, 2498.HK)",LiDAR,,,,,,,,robot_perception; amr; humanoid; slam,,,,国产,,False,False,ok,速腾聚创官网与港交所公开披露 + 机器人感知产品发布公开报道,C,0.45,not_declared,unknown,,False,,component
ACT-oss-leap-hand,LEAP Hand 开源灵巧手,LEAP Hand,actuators,Carnegie Mellon University (CMU Robotics Institute),dexterous_hand,,,,,,,,dexterous_manipulation; humanoid; embodied_ai; research,,,,,,True,False,ok,官方页面：https://github.com/leap-hand/LEAP_Hand_API,A,0.88,not_declared,unknown,,False,,component
ACT-oss-ruka-hand,RUKA Hand 腱绳驱动灵巧手,RUKA Hand,actuators,New York University (NYU GRAIL / Lerrel Pinto Lab),dexterous_hand,,,,,,,,dexterous_manipulation; teleoperation; embodied_ai; research,,,,,,True,False,ok,官方页面：https://github.com/ruka-hand/RUKA,A,0.88,not_declared,unknown,,False,,component
ACT-oss-odri-actuator,ODRI 开源力控关节模组,Open Dynamic Robot Initiative (ODRI) Actuator Module,actuators,Open Dynamic Robot Initiative (MPI-IS / NYU / LAAS-CNRS),integrated_joint_module,,,,,,,,legged_robot; quadruped; force_control; research,,,,,,True,False,ok,官方页面：https://github.com/open-dynamic-robot-initiative/open_robot_actuator_hardware,A,0.88,not_declared,unknown,,False,,component
ACT-oss-mjbots-moteus,mjbots moteus 无刷伺服驱动器,mjbots moteus Brushless Servo Controller,actuators,mjbots Robotic Systems,BLDC_controller,,,,,,,,legged_robot; quadruped; humanoid; high_dynamic_actuation,,,,,,True,False,ok,官方页面：https://github.com/mjbots/moteus,A,0.88,not_declared,unknown,,False,,component
ACT-oss-vesc,VESC 开源无刷电机控制器,VESC (Vedder Electronic Speed Controller),actuators,Benjamin Vedder (开源社区),motor_controller,,,,,,,,motor_control; mobile_robot; amr; diy_robotics,,,,,,True,False,ok,官方页面：https://github.com/vedderb/bldc,A,0.88,not_declared,unknown,,False,,component
SENS-oss-anyskin,AnySkin 可更换磁性电子皮肤,AnySkin,sensors,New York University (NYU),Electronic Skin,,,,,,,,tactile_sensing; dexterous_manipulation; embodied_ai; contact_rich_task,,,,,,True,False,ok,官方页面：https://github.com/raunaqbhirangi/anyskin,A,0.88,not_declared,unknown,,False,,component
SENS-oss-reskin,ReSkin 磁性弹性体触觉皮肤,ReSkin,sensors,Meta AI Research + Carnegie Mellon University,Electronic Skin,,,,,,,,tactile_sensing; slip_detection; dexterous_manipulation; research,,,,,,True,False,ok,官方页面：https://github.com/raunaqbhirangi/reskin_sensor,A,0.88,not_declared,unknown,,False,,component
DATA-oss-agibot-world,AgiBot World 智元开源具身数据集平台,AgiBot World (Colosseo),data_acquisition,智元机器人 (AgiBot) + OpenDriveLab,open_dataset_platform,,,,,,,,embodied_ai; vla_training; imitation_learning; data_collection,,,,,,True,False,ok,官方页面：https://github.com/OpenDriveLab/AgiBot-World,A,0.88,n_a,,,False,,component
RPLAT-oss-open-duck-mini,Open Duck Mini 开源小型双足平台,Open Duck Mini,platforms,Open Duck Project (社区开源),Open-source bipedal platform,,,,,,,,biped; rl_locomotion; education; research,,,,,,True,False,ok,官方页面：https://github.com/apirrone/Open_Duck_Mini,A,0.88,not_declared,unknown,,False,,component
RPLAT-oss-reachy2,Reachy 2 开源人形上身平台,Reachy 2,platforms,Pollen Robotics (Hugging Face),Open-source humanoid platform,,,,,,,,humanoid; manipulation; teleoperation; research; education,,,,,,True,False,ok,官方页面：https://github.com/pollen-robotics/reachy2-sdk,A,0.88,not_declared,unknown,,False,,component
XFA-001,Festo FinGripper,Festo FinGripper,flexible_actuators,Festo,finray_gripper,,,,,,,,,,,,,,True,False,ok,Festo 官方产品页：https://www.festo.com,B,0.9,not_declared,unknown,,False,,component
XFA-002,Festo BionicSoftHand,Festo BionicSoftHand,flexible_actuators,Festo,pneumatic_soft_hand,,,,,,,,,,,,,,True,False,ok,Festo 官方：https://www.festo.com,B,0.9,not_declared,unknown,,False,,component
XFA-003,Soft Robotics mGrip,Soft Robotics mGrip,flexible_actuators,Soft Robotics Inc,adaptive_gripper,,,,,,,,,,,,,,True,False,ok,Soft Robotics 官网：https://www.softroboticsinc.com,B,0.9,not_declared,unknown,,False,,component
XFA-004,Soft Robotics uGrip,Soft Robotics uGrip,flexible_actuators,Soft Robotics Inc,modular_gripper,,,,,,,,,,,,,,True,False,ok,Soft Robotics 官网：https://www.softroboticsinc.com,B,0.85,not_declared,unknown,,False,,component
XFA-005,Artimus Robotics HASEL,Artimus Robotics HASEL,flexible_actuators,Artimus Robotics,hasel_actuator,,,,,,,,,,,,,,True,False,ok,Artimus 官网：https://www.artimusrobotics.com,B,0.8,not_declared,unknown,,False,,component
XFA-006,RBO Hand 2,RBO Hand 2,flexible_actuators,TU Berlin,pneumatic_soft_hand,,,,,,,,,,,,,,True,False,ok,TU Berlin RBO：https://www.robotics.tu-berlin.de,B,0.8,not_declared,unknown,,False,,component
XFA-007,Festo Fluidic Muscle,Festo Fluidic Muscle,flexible_actuators,Festo,pneumatic_muscle,,,,,,,,,,,,,,True,False,ok,Festo 官方：https://www.festo.com,B,0.9,not_declared,unknown,,False,,component
XFA-008,Twisted String Actuator,Twisted String Actuator,flexible_actuators,WPI / TSA,twisted_string,,,,,,,,,,,,,,True,False,ok,WPI TSA 研究：https://www.wpi.edu,B,0.7,not_declared,unknown,,False,,component
XFA-009,Flexinol SMA Wire,Flexinol SMA Wire,flexible_actuators,Dynalloy,sma_wire,,,,,,,,,,,,,,True,False,ok,Dynalloy 官网：https://www.dynalloy.com,B,0.85,not_declared,unknown,,False,,component
XFA-010,PneuNet Soft Gripper,PneuNet Soft Gripper,flexible_actuators,Cornell / Pneubotics,pneumatic_bending,,,,,,,,,,,,,,True,False,ok,Cornell 软体机器人实验室公开文献,B,0.7,not_declared,unknown,,False,,component
XFA-011,RightHand Reflex,RightHand Reflex,flexible_actuators,RightHand Robotics,compliant_gripper,,,,,,,,,,,,,,True,False,ok,RightHand Robotics 官网,B,0.8,not_declared,unknown,,False,,component
XFA-013,Empire Robotics Versaball,Empire Robotics Versaball,flexible_actuators,Empire Robotics,jamming_gripper,,,,,,,,,,,,,,True,False,ok,Empire Robotics 官网,B,0.75,not_declared,unknown,,False,,component
XFA-014,Wyss BionicSoftArm,Wyss BionicSoftArm,flexible_actuators,Wyss Institute,pneumatic_soft_arm,,,,,,,,,,,,,,True,False,ok,Wyss Institute 公开项目,B,0.75,not_declared,unknown,,False,,component
XFA-015,Soft Robotics mGripAI,Soft Robotics mGripAI,flexible_actuators,Soft Robotics Inc,vision_gripper,,,,,,,,,,,,,,True,False,ok,Soft Robotics 官网,B,0.8,not_declared,unknown,,False,,component
XFA-016,BeSoft Prototype Hand,BeSoft Prototype Hand,flexible_actuators,BeSoft / 研究,soft_hand,,,,,,,,,,,,,,True,False,ok,BeSoft 公开项目,B,0.6,not_declared,unknown,,False,,component
XIF-001,USB 3.2 Gen 2,USB 3.2 Gen 2,interfaces,,wired,,10 Gbps,,,,,,camera; compute; sensor; debug,,almost_all_devices,,,,True,False,ok,官方规范：https://www.usb.org,B,0.9,n_a,,,False,,specification
XIF-002,USB4,USB4,interfaces,,wired,,40 Gbps,,,,,,camera; compute; sensor; debug,,almost_all_devices,,,,True,False,ok,官方规范：https://www.usb.org,A,0.9,n_a,,,False,,specification
XIF-003,USB Type-C,USB Type-C,interfaces,,wired,,alt_mode,,,,,,camera; compute; sensor; debug,,almost_all_devices,,,,True,False,ok,官方规范：https://www.usb.org,B,0.9,n_a,,,False,,specification
XIF-004,MIPI DSI,MIPI DSI,interfaces,,display_serial,,raw up to 12 Gbps,,,,,,camera; compute; sensor; debug,,display_modules,,,,True,False,ok,官方规范：https://www.mipi.org,B,0.9,n_a,,,False,,specification
XIF-005,PCIe 5.0,PCIe 5.0,interfaces,,pcie,,32 GT/s,,,,,,camera; compute; sensor; debug,,"gpu,accelerator",,,,True,False,ok,官方规范：https://pcisig.com,B,0.9,n_a,,,False,,specification
XIF-006,HDMI 2.1,HDMI 2.1,interfaces,,display,,48 Gbps,,,,,,camera; compute; sensor; debug,,display,,,,True,False,ok,官方规范：https://www.hdmi.org,B,0.9,n_a,,,False,,specification
XIF-007,DisplayPort 2.1,DisplayPort 2.1,interfaces,,display,,80 Gbps,,,,,,camera; compute; sensor; debug,,display,,,,True,False,ok,官方规范：https://www.displayport.org,B,0.9,n_a,,,False,,specification
XIF-010,UART (TTL),UART (TTL),interfaces,,serial,,3 Mbps,,,,,,camera; compute; sensor; debug,,"debug,mcu",,,,True,False,ok,官方规范：https://en.wikipedia.org/wiki/Universal_asynchronous_receiver-transmitter,A,0.9,n_a,,,False,,specification
XIF-011,RS-232,RS-232,interfaces,,serial,,0.115 Mbps,,,,,,camera; compute; sensor; debug,,"legacy,debug",,,,True,False,ok,官方规范：https://en.wikipedia.org/wiki/RS-232,A,0.9,n_a,,,False,,specification
XIF-012,RS-485,RS-485,interfaces,,serial,,10 Mbps,,,,,,camera; compute; sensor; debug,,"industrial,modbus",,,,True,False,ok,官方规范：https://en.wikipedia.org/wiki/RS-485,A,0.9,n_a,,,False,,specification
XIF-014,Ethernet 10GBASE-T,Ethernet 10GBASE-T,interfaces,,network,,10 Gbps,,,,,,camera; compute; sensor; debug,,"compute,backbone",,,,True,False,ok,官方规范：https://ieee802.org,B,0.9,n_a,,,False,,specification
XIF-015,SATA III,SATA III,interfaces,,storage,,6 Gbps,,,,,,camera; compute; sensor; debug,,storage,,,,True,False,ok,官方规范：https://www.sata-io.org,B,0.9,n_a,,,False,,specification
XIF-016,SFP+ (10G),SFP+ (10G),interfaces,,network,,10 Gbps,,,,,,camera; compute; sensor; debug,,backbone,,,,True,False,ok,官方规范：https://en.wikipedia.org/wiki/Small_Form-factor_Pluggable,A,0.9,n_a,,,False,,specification
XIF-017,Embedded DisplayPort (eDP),Embedded DisplayPort (eDP),interfaces,,display_serial,,32 Gbps,,,,,,camera; compute; sensor; debug,,"laptop,embedded",,,,True,False,ok,官方规范：https://www.displayport.org,B,0.9,n_a,,,False,,specification
XIF-018,LVDS,LVDS,interfaces,,display_serial,,3 Gbps,,,,,,camera; compute; sensor; debug,,"camera,display",,,,True,False,ok,官方规范：https://en.wikipedia.org/wiki/LVDS,A,0.9,n_a,,,False,,specification
XIF-019,GMSL2,GMSL2,interfaces,,gmsl,,6 Gbps,,,,,,camera; compute; sensor; debug,,"autonomous,camera",,,,True,False,ok,官方规范：https://www.analog.com,B,0.9,n_a,,,False,,specification
XIF-020,FPD-Link III,FPD-Link III,interfaces,,gmsl,,4 Gbps,,,,,,camera; compute; sensor; debug,,"autonomous,camera",,,,True,False,ok,官方规范：https://www.ti.com,B,0.9,n_a,,,False,,specification
XIF-021,1-Wire,1-Wire,interfaces,,serial,,0.1 Mbps,,,,,,camera; compute; sensor; debug,,"sensor,id",,,,True,False,ok,官方规范：https://www.analog.com,B,0.9,n_a,,,False,,specification
XIF-022,LIN bus,LIN bus,interfaces,,automotive,,0.02 Mbps,,,,,,camera; compute; sensor; debug,,"automotive,lowcost",,,,True,False,ok,官方规范：https://www.lin-cia.org,B,0.9,n_a,,,False,,specification
XIF-023,Modbus RTU,Modbus RTU,interfaces,,industrial,,0.115 Mbps,,,,,,camera; compute; sensor; debug,,"plc,industrial",,,,True,False,ok,官方规范：https://modbus.org,B,0.9,n_a,,,False,,specification
XIF-024,SMBus,SMBus,interfaces,,serial,,0.1 Mbps,,,,,,camera; compute; sensor; debug,,"battery,config",,,,True,False,ok,官方规范：https://www.smbus.org,A,0.9,n_a,,,False,,specification
XIF-025,JTAG,JTAG,interfaces,,debug,,varies,,,,,,camera; compute; sensor; debug,,"debug,flash",,,,True,False,ok,官方规范：https://en.wikipedia.org/wiki/JTAG,A,0.9,n_a,,,False,,specification
XIF-026,SWD,SWD,interfaces,,debug,,varies,,,,,,camera; compute; sensor; debug,,"mcu,debug",,,,True,False,ok,官方规范：https://www.arm.com,B,0.9,n_a,,,False,,specification
XLLM-001,GPT-4o-mini,GPT-4o-mini,llms,OpenAI,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://openai.com,B,0.8,n_a,,,False,,software
XLLM-002,o1,o1,llms,OpenAI,reasoning_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://openai.com,B,0.8,n_a,,,False,,software
XLLM-003,o3,o3,llms,OpenAI,reasoning_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://openai.com,B,0.8,n_a,,,False,,software
XLLM-004,Claude 3.7 Sonnet,Claude 3.7 Sonnet,llms,Anthropic,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://www.anthropic.com,B,0.8,n_a,,,False,,software
XLLM-005,Claude Opus 4,Claude Opus 4,llms,Anthropic,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://www.anthropic.com,B,0.8,n_a,,,False,,software
XLLM-006,Gemini 1.5 Pro,Gemini 1.5 Pro,llms,Google,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://deepmind.google,B,0.8,n_a,,,False,,software
XLLM-007,Gemini 2.0 Flash,Gemini 2.0 Flash,llms,Google,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://deepmind.google,B,0.8,n_a,,,False,,software
XLLM-008,Gemini 2.5 Pro,Gemini 2.5 Pro,llms,Google,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://deepmind.google,B,0.8,n_a,,,False,,software
XLLM-009,Llama 3.1,Llama 3.1,llms,Meta,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://ai.meta.com,B,0.8,n_a,,,False,,software
XLLM-010,Llama 3.3,Llama 3.3,llms,Meta,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://ai.meta.com,B,0.8,n_a,,,False,,software
XLLM-011,Llama 4,Llama 4,llms,Meta,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://ai.meta.com,B,0.8,n_a,,,False,,software
XLLM-012,Qwen2.5,Qwen2.5,llms,Alibaba,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://qwen.ai,A,0.8,n_a,,,False,,software
XLLM-014,Qwen3,Qwen3,llms,Alibaba,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://qwen.ai,A,0.8,n_a,,,False,,software
XLLM-015,DeepSeek-V3,DeepSeek-V3,llms,DeepSeek,LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://www.deepseek.com,B,0.8,n_a,,,False,,software
XLLM-016,DeepSeek-R1,DeepSeek-R1,llms,DeepSeek,reasoning_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://www.deepseek.com,B,0.8,n_a,,,False,,software
XLLM-017,Gemma 2,Gemma 2,llms,Google,LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://ai.google.dev,B,0.8,n_a,,,False,,software
XLLM-018,Phi-4,Phi-4,llms,Microsoft,LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://azure.microsoft.com,B,0.8,n_a,,,False,,software
XLLM-019,GLM-4,GLM-4,llms,Zhipu AI,multimodal_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://www.zhipuai.cn,B,0.8,n_a,,,False,,software
XLLM-020,InternVL2,InternVL2,llms,OpenGVLab,vision_LLM,,,,,,,,,,any_compute_platform_via_API,,,,True,False,ok,官方页面：https://github.com/OpenGVLab,A,0.8,n_a,,,False,,software
XRAM-002,RT-X / Open X-Embodiment,RT-X / Open X-Embodiment,robot_ai_models,Google DeepMind,AI Model,,,,,,,,manipulation; generalist,,,,,,True,False,ok,公开资料：https://robotics-transformer.github.io,B,0.8,n_a,,,False,,software
XRAM-005,Diffusion Policy,Diffusion Policy,robot_ai_models,Columbia,AI Model,,,,,,,,manipulation,,,,,,True,False,ok,公开资料：https://diffusion-policy.cs.columbia.edu,A,0.8,n_a,,,False,,software
XRAM-006,ACT (Action Chunking Transformer),ACT (Action Chunking Transformer),robot_ai_models,MIT,AI Model,,,,,,,,bimanual; manipulation,,,,,,True,False,ok,公开资料：https://manipulation.csail.mit.edu,B,0.8,n_a,,,False,,software
XRAM-007,Mobile ALOHA,Mobile ALOHA,robot_ai_models,Stanford,AI Model,,,,,,,,bimanual; mobile,,,,,,True,False,ok,公开资料：https://mobile-aloha.github.io,A,0.8,n_a,,,False,,software
XRAM-008,RDT-1B,RDT-1B,robot_ai_models,Tsinghua / 物理智能,AI Model,,,,,,,,humanoid; manipulation,,,,,,True,False,ok,公开资料：https://rdt-robotics.github.io,B,0.8,n_a,,,False,,software
XRAM-010,TinyVLA,TinyVLA,robot_ai_models,多家,AI Model,,,,,,,,manipulation,,,,,,True,False,ok,公开资料：https://tiny-vla.github.io,A,0.8,n_a,,,False,,software
XRAM-011,DexVLA,DexVLA,robot_ai_models,多家,AI Model,,,,,,,,dexterous; manipulation,,,,,,True,False,ok,公开资料：https://dexvla.github.io,A,0.8,n_a,,,False,,software
XRAM-012,DP3 (3D Diffusion Policy),DP3 (3D Diffusion Policy),robot_ai_models,多家,AI Model,,,,,,,,manipulation,,,,,,True,False,ok,公开资料：https://yd-yang.github.io,B,0.8,n_a,,,False,,software
XRAM-013,HPT (Humanoid Policy Transformer),HPT (Humanoid Policy Transformer),robot_ai_models,Meta,AI Model,,,,,,,,humanoid,,,,,,True,False,ok,公开资料：https://ai.meta.com,B,0.8,n_a,,,False,,software
XRAM-014,DreamerV3,DreamerV3,robot_ai_models,DeepMind,AI Model,,,,,,,,control; sim2real,,,,,,True,False,ok,公开资料：https://danijar.com,B,0.8,n_a,,,False,,software
XRAM-015,RoboCat,RoboCat,robot_ai_models,DeepMind,AI Model,,,,,,,,manipulation,,,,,,True,False,ok,公开资料：https://www.deepmind.google,B,0.8,n_a,,,False,,software
XRAM-016,SPIN,SPIN,robot_ai_models,多家,AI Model,,,,,,,,manipulation,,,,,,True,False,ok,公开资料：https://spin-robot.github.io,A,0.8,n_a,,,False,,software
XRAM-017,SuSIE,SuSIE,robot_ai_models,Google,AI Model,,,,,,,,manipulation,,,,,,True,False,ok,公开资料：https://www.deepmind.google,B,0.8,n_a,,,False,,software
XRAM-018,VC-1,VC-1,robot_ai_models,Meta,AI Model,,,,,,,,perception; manipulation,,,,,,True,False,ok,公开资料：https://ai.meta.com,B,0.8,n_a,,,False,,software
XDA-002,DROID,DROID,data_acquisition,Stanford,data_pipeline,,,,,,,,large_scale; manipulation,varies,,,,,True,False,ok,公开资料：https://droid.stanford.edu,A,0.82,n_a,,,False,,component
